episode,avg_reward,static_rewards
0,-531.0,-531.0
1,-497.5,-464.0
2,-511.6666666666667,-540.0
3,-511.0,-509.0
4,-478.8,-350.0
5,-485.1666666666667,-517.0
6,-484.0,-477.0
7,-490.125,-533.0
8,-475.77777777777777,-361.0
9,-472.1,-439.0
10,-477.45454545454544,-531.0
11,-479.75,-505.0
12,-484.2307692307692,-538.0
13,-486.57142857142856,-517.0
14,-482.6666666666667,-428.0
15,-484.1875,-507.0
16,-486.05882352941177,-516.0
17,-484.6666666666667,-461.0
18,-487.3157894736842,-535.0
19,-487.8,-497.0
20,-490.0,-534.0
21,-489.1818181818182,-472.0
22,-487.7391304347826,-456.0
23,-487.0416666666667,-471.0
24,-483.52,-399.0
25,-484.7307692307692,-515.0
26,-482.6296296296296,-428.0
27,-481.5357142857143,-452.0
28,-479.9655172413793,-436.0
29,-481.43333333333334,-524.0
30,-481.6774193548387,-489.0
31,-478.90625,-393.0
32,-480.3939393939394,-528.0
33,-481.47058823529414,-517.0
34,-479.8857142857143,-426.0
35,-478.9166666666667,-445.0
36,-478.72972972972974,-472.0
37,-476.9736842105263,-412.0
38,-477.1794871794872,-485.0
39,-470.35,-204.0
40,-470.9512195121951,-495.0
41,-470.1190476190476,-436.0
42,-470.72093023255815,-496.0
43,-470.29545454545456,-452.0
44,-471.1333333333333,-508.0
45,-470.8478260869565,-458.0
46,-469.1914893617021,-393.0
47,-469.9375,-505.0
48,-470.734693877551,-509.0
49,-470.26,-447.0
50,-469.8627450980392,-450.0
51,-469.90384615384613,-472.0
52,-469.8301886792453,-466.0
53,-470.962962962963,-531.0
54,-469.9818181818182,-417.0
55,-470.2142857142857,-483.0
56,-470.2280701754386,-471.0
57,-470.6034482758621,-492.0
58,-470.8135593220339,-483.0
59,-466.9166666666667,-237.0
60,-466.60655737704917,-448.0
61,-465.5967741935484,-404.0
62,-465.04761904761904,-431.0
63,-464.03125,-400.0
64,-463.6,-436.0
65,-463.3636363636364,-448.0
66,-463.05970149253733,-443.0
67,-463.0,-459.0
68,-463.60869565217394,-505.0
69,-463.3142857142857,-443.0
70,-462.943661971831,-437.0
71,-462.7638888888889,-450.0
72,-461.8082191780822,-393.0
73,-461.56756756756755,-444.0
74,-458.46666666666664,-229.0
75,-458.4868421052632,-460.0
76,-458.6623376623377,-472.0
77,-459.94871794871796,-559.0
78,-459.9493670886076,-460.0
79,-460.9875,-543.0
80,-460.320987654321,-407.0
81,-460.6341463414634,-486.0
82,-460.2289156626506,-427.0
83,-460.48809523809524,-482.0
84,-461.09411764705885,-512.0
85,-460.75581395348837,-432.0
86,-459.2183908045977,-327.0
87,-458.35227272727275,-383.0
88,-459.3707865168539,-549.0
89,-459.68888888888887,-488.0
90,-459.38461538461536,-432.0
91,-459.1195652173913,-435.0
92,-459.505376344086,-495.0
93,-459.01063829787233,-413.0
94,-458.61052631578946,-421.0
95,-458.7708333333333,-474.0
96,-459.10309278350513,-491.0
97,-458.66326530612247,-416.0
98,-458.77777777777777,-470.0
99,-458.71,-452.0
100,-458.3762376237624,-425.0
101,-458.3529411764706,-456.0
102,-458.252427184466,-448.0
103,-458.125,-445.0
104,-458.5904761904762,-507.0
105,-458.0660377358491,-403.0
106,-457.9065420560748,-441.0
107,-457.10185185185185,-371.0
108,-457.20183486238534,-468.0
109,-457.5181818181818,-492.0
110,-457.6306306306306,-470.0
111,-457.80357142857144,-477.0
112,-457.43362831858406,-416.0
113,-458.14912280701753,-539.0
114,-458.1913043478261,-463.0
115,-456.9396551724138,-313.0
116,-456.8290598290598,-444.0
117,-456.364406779661,-402.0
118,-456.94117647058823,-525.0
119,-456.6166666666667,-418.0
120,-456.89256198347107,-490.0
121,-456.827868852459,-449.0
122,-456.7479674796748,-447.0
123,-456.7983870967742,-463.0
124,-456.424,-410.0
125,-456.5952380952381,-478.0
126,-456.59055118110234,-456.0
127,-453.8046875,-100.0
128,-453.4651162790698,-410.0
129,-453.33846153846156,-437.0
130,-453.41984732824426,-464.0
