episode,avg_reward,static_rewards
705,-313.2195467422096,270.0
706,-313.34087694483736,-399.0
707,-313.5776836158192,-481.0
708,-313.6981664315938,-399.0
709,-312.74929577464786,360.0
710,-312.8832630098453,-408.0
711,-312.6362359550562,-137.0
712,-312.76998597475455,-408.0
713,-312.7408963585434,-292.0
714,-312.1216783216783,130.0
715,-312.1466480446927,-330.0
716,-312.32217573221754,-438.0
717,-312.44846796657384,-403.0
718,-312.5702364394993,-400.0
719,-312.69444444444446,-402.0
720,-312.85852981969487,-431.0
721,-312.9764542936288,-398.0
722,-313.2060857538036,-479.0
723,-313.3508287292818,-418.0
724,-313.2055172413793,-208.0
725,-312.4573002754821,230.0
726,-312.5735900962861,-397.0
727,-312.5796703296703,-317.0
728,-312.64334705075447,-359.0
729,-312.7082191780822,-360.0
730,-312.76333789329686,-353.0
731,-312.55054644808746,-157.0
732,-312.7203274215552,-437.0
733,-312.8487738419619,-407.0
734,-313.01768707482995,-437.0
735,-313.1304347826087,-396.0
736,-313.2985074626866,-437.0
737,-313.3739837398374,-369.0
738,-313.4357239512855,-359.0
739,-313.59054054054053,-428.0
740,-313.6113360323887,-329.0
741,-313.7722371967655,-433.0
742,-313.92193808882905,-425.0
743,-313.9583333333333,-341.0
744,-314.1154362416107,-431.0
745,-314.2747989276139,-433.0
746,-314.41767068273094,-421.0
747,-314.4652406417112,-350.0
748,-314.58077436582107,-401.0
749,-314.62533333333334,-348.0
750,-314.7509986684421,-409.0
751,-314.8470744680851,-387.0
752,-314.33598937583,70.0
753,-314.47745358090185,-421.0
754,-314.6132450331126,-417.0
755,-314.07804232804233,90.0
756,-313.5178335535007,110.0
757,-313.68469656992085,-440.0
758,-313.1001317523057,130.0
759,-313.20394736842104,-392.0
760,-313.11957950065704,-249.0
761,-313.20997375328085,-382.0
762,-312.4193971166448,290.0
763,-312.3952879581152,-294.0
764,-312.31111111111113,-248.0
765,-312.41253263707574,-390.0
766,-312.47848761408085,-363.0
767,-312.54296875,-362.0
768,-312.67360208062416,-413.0
769,-312.66883116883116,-309.0
770,-312.8093385214008,-421.0
771,-312.95854922279796,-428.0
772,-313.0672703751617,-397.0
773,-313.1111111111111,-347.0
774,-312.81935483870967,-87.0
775,-312.92783505154637,-397.0
776,-313.0617760617761,-417.0
777,-313.17609254498717,-402.0
778,-312.77406931964055,0.0
779,-312.87692307692305,-393.0
780,-313.0717029449424,-465.0
781,-313.12404092071614,-354.0
782,-313.2464878671775,-409.0
783,-313.36224489795916,-404.0
784,-313.3872611464968,-333.0
785,-313.2964376590331,-242.0
786,-313.440914866582,-427.0
787,-313.51142131979697,-369.0
788,-313.51330798479086,-315.0
789,-313.66075949367087,-430.0
790,-313.58786346396965,-256.0
791,-313.52146464646466,-261.0
792,-313.51954602774276,-312.0
793,-313.58564231738035,-366.0
794,-313.72830188679245,-427.0
795,-312.9824120603015,280.0
796,-313.0652446675031,-379.0
797,-313.1390977443609,-372.0
798,-313.2352941176471,-390.0
799,-312.36875,380.0
800,-312.46192259675405,-387.0
801,-312.57481296758107,-403.0
802,-312.6425902864259,-367.0
803,-312.4950248756219,-194.0
804,-312.66211180124225,-447.0
805,-312.6799007444169,-327.0
806,-312.79677819083025,-407.0
807,-312.2735148514852,110.0
808,-312.2051915945612,-257.0
809,-312.3395061728395,-421.0
810,-312.3526510480888,-323.0
811,-312.32758620689657,-292.0
812,-312.36777367773675,-345.0
813,-312.39434889434887,-334.0
814,-312.3226993865031,-254.0
815,-311.80514705882354,110.0
816,-311.9265605875153,-411.0
817,-312.0293398533007,-396.0
818,-311.36752136752136,230.0
819,-311.43536585365854,-367.0
820,-311.5432399512789,-400.0
821,-311.61192214111924,-368.0
822,-311.55893074119075,-268.0
823,-311.6953883495146,-424.0
824,-311.76,-365.0
825,-311.8583535108959,-393.0
826,-311.9613059250302,-397.0
827,-311.3671497584541,180.0
828,-311.3835946924005,-325.0
829,-311.17831325301205,-141.0
830,-311.2851985559567,-400.0
831,-311.4026442307692,-409.0
832,-311.5234093637455,-412.0
833,-310.94604316546764,170.0
834,-311.02035928143715,-373.0
835,-311.1495215311005,-419.0
836,-311.2437275985663,-390.0
837,-311.2028639618138,-277.0
838,-311.32419547079854,-413.0
839,-311.19761904761907,-205.0
840,-311.27110582639716,-373.0
841,-311.2933491686461,-330.0
842,-310.84104389086593,70.0
843,-310.7665876777251,-248.0
844,-310.6733727810651,-232.0
845,-310.3262411347518,-17.0
846,-310.50885478158204,-465.0
847,-310.4445754716981,-256.0
848,-310.4640753828033,-327.0
849,-310.41764705882355,-271.0
850,-310.54406580493537,-418.0
851,-309.9330985915493,210.0
852,-309.8429073856975,-233.0
853,-309.89461358313815,-354.0
854,-309.36842105263156,140.0
855,-309.42172897196264,-355.0
856,-309.5472578763127,-417.0
857,-308.7086247086247,410.0
858,-308.069848661234,240.0
859,-307.3046511627907,350.0
860,-307.37979094076655,-372.0
861,-307.46867749419954,-384.0
862,-307.54113557358056,-370.0
863,-307.46875,-245.0
864,-307.5942196531792,-416.0
865,-307.75173210161665,-444.0
866,-307.7612456747405,-316.0
867,-307.79493087557603,-337.0
868,-307.9735327963176,-463.0
869,-308.11494252873564,-431.0
870,-308.2433983926521,-420.0
871,-308.23967889908255,-305.0
872,-308.3585337915235,-412.0
873,-308.41647597254007,-359.0
874,-308.43314285714285,-323.0
875,-308.40410958904107,-283.0
876,-308.3740022805017,-282.0
877,-308.14464692482915,-107.0
878,-308.03640500568827,-213.0
879,-307.44772727272726,210.0
880,-307.5822928490352,-426.0
881,-307.59297052154193,-317.0
882,-306.89354473386186,310.0
883,-306.9174208144796,-328.0
884,-306.12994350282486,390.0
885,-306.2720090293454,-432.0
886,-306.3280721533258,-356.0
887,-306.3682432432432,-342.0
888,-306.40494938132736,-339.0
889,-306.5842696629214,-466.0
890,-306.712682379349,-421.0
891,-306.6468609865471,-248.0
892,-306.63381858902574,-295.0
