episode,reward,avg_reward
4085,-314.0,-358.2635829662261
4086,-334.0,-358.25764619525324
4087,-348.0,-358.25513698630135
4088,-407.0,-358.2670579603815
4089,-474.0,-358.2953545232274
4090,-475.0,-358.32388169151795
4091,-222.0,-358.2905669599218
4092,-346.0,-358.28756413388714
4093,-320.0,-358.2782120175867
4094,-32.0,-358.1985347985348
4095,-462.0,-358.223876953125
4096,-310.0,-358.21210641933123
4097,-358.0,-358.21205466081017
4098,220.0,-358.07099292510367
4099,-448.0,-358.09292682926827
4100,-399.0,-358.10290173128504
4101,-421.0,-358.1182350073135
4102,260.0,-357.96758469412623
4103,-288.0,-357.95053606237815
4104,280.0,-357.79512789281364
4105,-387.0,-357.8022406234778
4106,-188.0,-357.7608960311663
4107,-369.0,-357.7636319376826
4108,-321.0,-357.75468483816013
4109,210.0,-357.61654501216543
4110,-463.0,-357.64217951836537
4111,-524.0,-357.6826361867704
4112,-368.0,-357.6851446632628
4113,-377.0,-357.6898395721925
4114,-387.0,-357.6969623329283
4115,-329.0,-357.689990281827
4116,-442.0,-357.7104687879524
4117,-296.0,-357.69548324429337
4118,380.0,-357.51638747268754
4119,-431.0,-357.5342233009709
4120,-387.0,-357.54137345304537
4121,-463.0,-357.5669577874818
4122,170.0,-357.4390007276255
4123,-449.0,-357.4612027158099
4124,-439.0,-357.4809696969697
4125,-498.0,-357.5150266602036
4126,-397.0,-357.5245941361764
4127,-475.0,-357.5530523255814
4128,-320.0,-357.543957374667
4129,230.0,-357.4016949152542
4130,-400.0,-357.4120067780199
4131,-306.0,-357.39956437560505
4132,-433.0,-357.41785627873213
4133,-477.0,-357.4467827769715
4134,-431.0,-357.4645707376058
4135,-330.0,-357.45793036750484
4136,-380.0,-357.46337926033357
4137,77.0,-357.3583856935718
4138,-443.0,-357.37907707175646
4139,-437.0,-357.39830917874394
4140,-388.0,-357.405699106496
4141,-321.0,-357.3969097054563
4142,-437.0,-357.41612358194544
4143,-412.0,-357.4292953667954
4144,-453.0,-357.4523522316043
4145,-387.0,-357.45947901591893
4146,-90.0,-357.3949843260188
4147,-311.0,-357.3837994214079
4148,420.0,-357.1964328753917
4149,-461.0,-357.22144578313254
4150,210.0,-357.08479884365215
4151,-414.0,-357.09850674373797
4152,-369.0,-357.10137250180594
4153,290.0,-356.9455946076071
4154,380.0,-356.7682310469314
4155,280.0,-356.61501443695863
4156,-360.0,-356.61582872263654
4157,-307.0,-356.6038961038961
4158,-336.0,-356.5989420533782
4159,-396.0,-356.6084134615385
4160,-384.0,-356.6149963950973
4161,-468.0,-356.6417587698222
4162,-320.0,-356.6329570021619
4163,-435.0,-356.6517771373679
4164,-434.0,-356.6703481392557
4165,-421.0,-356.68578972635623
4166,-338.0,-356.68130549556037
4167,-378.0,-356.68642034548947
4168,-202.0,-356.64931638282565
4169,-421.0,-356.66474820143884
4170,-428.0,-356.6818508750899
4171,-293.0,-356.66658676893576
4172,170.0,-356.54037862449076
4173,15.0,-356.4513655965501
4174,-442.0,-356.47185628742517
4175,-361.0,-356.4729406130268
4176,-418.0,-356.4876705769691
4177,-472.0,-356.51531833413117
4178,530.0,-356.30318257956446
4179,210.0,-356.1677033492823
4180,-280.0,-356.1494857689548
4181,-492.0,-356.18197034911526
4182,-282.0,-356.16423619411904
4183,560.0,-355.9452676864245
4184,-430.0,-355.962962962963
4185,-394.0,-355.972049689441
4186,-402.0,-355.9830427513733
4187,-149.0,-355.93361986628463
4188,-190.0,-355.89400811649557
4189,-406.0,-355.9059665871122
4190,-363.0,-355.907659269864
4191,250.0,-355.76312022900765
4192,-428.0,-355.78034819937994
4193,220.0,-355.64306151645206
4194,-462.0,-355.6684147794994
4195,-486.0,-355.6994756911344
4196,-414.0,-355.7133666904932
4197,-404.0,-355.72486898523107
4198,-319.0,-355.71612288640154
4199,-390.0,-355.7242857142857
4200,310.0,-355.5658176624613
4201,-356.0,-355.56592099000477
4202,-91.0,-355.5029740661432
4203,-440.0,-355.5230732635585
4204,21.0,-355.433531510107
4205,-226.0,-355.40275796481217
4206,-373.0,-355.4069408129308
4207,-310.0,-355.39615019011404
4208,-503.0,-355.4312188168211
4209,-182.0,-355.3900237529691
4210,-296.0,-355.3759202089765
4211,-426.0,-355.3926875593542
4212,-462.0,-355.4179919297413
4213,-428.0,-355.43521594684387
4214,300.0,-355.2797153024911
4215,-412.0,-355.2931688804554
4216,-440.0,-355.3132558691013
4217,-313.0,-355.3032242769085
4218,-359.0,-355.30410049774827
4219,-386.0,-355.31137440758295
4220,-319.0,-355.30277185501063
4221,-462.0,-355.3280435812411
4222,260.0,-355.18233483305704
4223,410.0,-355.0011837121212
4224,-454.0,-355.0246153846154
4225,-500.0,-355.058920965452
4226,-340.0,-355.05535841022004
4227,-405.0,-355.0671712393567
4228,-386.0,-355.0744856940175
4229,-360.0,-355.0756501182033
4230,-360.0,-355.07681399196406
4231,-319.0,-355.06828922495276
4232,60.0,-354.9702338766832
4233,-381.0,-354.97638167217764
4234,-314.0,-354.96670602125147
4235,-472.0,-354.9943342776204
4236,240.0,-354.8539060656125
4237,-240.0,-354.8268050967437
4238,-372.0,-354.8308563340411
4239,-442.0,-354.85141509433964
4240,-386.0,-354.8587597264796
4241,-461.0,-354.8837812352664
4242,-228.0,-354.85387697383925
4243,-453.0,-354.8770028275212
4244,-336.0,-354.8725559481743
4245,-265.0,-354.8513895430994
4246,-379.0,-354.8570755827643
4247,-435.0,-354.87594161958566
4248,-306.0,-354.8644386914568
4249,-374.0,-354.86894117647057
4250,320.0,-354.7101858386262
4251,-435.0,-354.7290686735654
4252,-418.0,-354.7439454502704
4253,-425.0,-354.7604607428303
4254,-406.0,-354.77250293772033
4255,270.0,-354.62570488721803
4256,-308.0,-354.6147521728917
4257,-351.0,-354.6139032409582
4258,-464.0,-354.6395867574548
4259,-326.0,-354.6328638497653
4260,280.0,-354.4839239615114
4261,-359.0,-354.48498357578603
4262,-420.0,-354.5003518648839
4263,-389.0,-354.5084427767355
4264,-392.0,-354.51723329425556
4265,-417.0,-354.5318799812471
4266,-435.0,-354.5507382235763
4267,460.0,-354.3598875351453
4268,190.0,-354.2323729210588
4269,-425.0,-354.2489461358314
4270,260.0,-354.1051276047764
4271,-426.0,-354.1219569288389
4272,-464.0,-354.14767142522817
4273,-109.0,-354.09031352363127
4274,-372.0,-354.0945029239766
4275,-419.0,-354.10968194574366
4276,-130.0,-354.0572831423895
4277,-456.0,-354.08111266947174
4278,-316.0,-354.07221313390977
4279,-432.0,-354.09042056074765
4280,-356.0,-354.0908666199486
4281,-468.0,-354.1174684726763
4282,-385.0,-354.12467896334346
4283,-310.0,-354.1143790849673
4284,-298.0,-354.1012835472579
4285,-438.0,-354.120858609426
4286,370.0,-353.95194774900864
4287,-344.0,-353.94962686567163
4288,-353.0,-353.9494054558172
4289,-468.0,-353.97599067599066
4290,-408.0,-353.98858075040783
4291,-409.0,-354.0013979496738
4292,-306.0,-353.99021663172607
4293,-350.0,-353.9892873777364
4294,-402.0,-354.0004656577416
4295,-396.0,-354.0102420856611
4296,-443.0,-354.0309518268559
4297,-332.0,-354.0258259655654
4298,-379.0,-354.0316352640149
4299,-354.0,-354.0316279069767
4300,-384.0,-354.03859567542435
4301,-334.0,-354.03393770339375
4302,-273.0,-354.01510574018124
4303,-96.0,-353.95515799256503
4304,-423.0,-353.9711962833914
4305,-278.0,-353.95355318160705
4306,-382.0,-353.9600650104481
4307,-430.0,-353.97771587743733
4308,-304.0,-353.96611742863774
4309,-354.0,-353.96612529002323
4310,-308.0,-353.955462769659
4311,-350.0,-353.95454545454544
4312,-325.0,-353.9478321354046
4313,140.0,-353.8333333333333
4314,-445.0,-353.8544611819235
4315,-272.0,-353.8354958294717
4316,240.0,-353.69793838313643
4317,-373.0,-353.7024085224641
4318,-405.0,-353.7142857142857
4319,-398.0,-353.724537037037
4320,-384.0,-353.7315436241611
4321,-418.0,-353.74641369736236
4322,-367.0,-353.7494795281055
4323,-463.0,-353.77474560592043
4324,-343.0,-353.77225433526013
4325,112.0,-353.66458622283864
4326,-391.0,-353.6732146984054
4327,-301.0,-353.66104436229205
4328,-451.0,-353.6835296835297
4329,0.0,-353.6018475750577
4330,-190.0,-353.5640729623644
4331,-335.0,-353.55978762696213
4332,-392.0,-353.5686591276252
4333,-448.0,-353.59044762344257
4334,-341.0,-353.58754325259514
4335,-211.0,-353.5546586715867
4336,-87.0,-353.4931980631773
4337,-399.0,-353.50368833563857
4338,330.0,-353.34616271030194
4339,30.0,-353.2578341013825
4340,-267.0,-353.2379636028565
4341,-414.0,-353.2519576232151
4342,90.0,-353.14989638498736
4343,-444.0,-353.1708103130755
4344,-390.0,-353.1792865362486
4345,-425.0,-353.19581224114125
4346,250.0,-353.05705083965955
4347,-395.0,-353.06669733210674
4348,-371.0,-353.07082087836284
4349,-451.0,-353.0933333333333
4350,-399.0,-353.1038841645599
4351,-412.0,-353.11741727941177
4352,-263.0,-353.09671490925797
4353,-399.0,-353.1072576940744
4354,-423.0,-353.1233065442021
4355,270.0,-352.98025711662075
4356,-297.0,-352.96740876750056
4357,150.0,-352.8519963285911
4358,230.0,-352.71828401009407
4359,-404.0,-352.73004587155964
4360,-438.0,-352.74959871589084
4361,-238.0,-352.7232920678588
4362,90.0,-352.62181984872797
4363,-432.0,-352.6400091659028
4364,-330.0,-352.6348224513173
4365,100.0,-352.53114979386163
4366,-163.0,-352.48774902679185
4367,-370.0,-352.49175824175825
4368,90.0,-352.39047837033644
4369,-415.0,-352.4048054919908
4370,160.0,-352.2875772134523
4371,-406.0,-352.29986276303754
4372,-491.0,-352.33158015092613
4373,230.0,-352.1984453589392
4374,-345.0,-352.1968
4375,-384.0,-352.2040676416819
4376,180.0,-352.0824765821339
4377,-447.0,-352.1041571493833
4378,-470.0,-352.1310801552866
4379,-410.0,-352.1442922374429
4380,-387.0,-352.1522483451267
4381,-383.0,-352.1592879963487
4382,-302.0,-352.1478439425051
4383,-464.0,-352.17335766423355
4384,-336.0,-352.169669327252
4385,250.0,-352.0323757409941
4386,-368.0,-352.03601550034193
4387,-429.0,-352.0535551504102
4388,550.0,-351.84802916381864
4389,-440.0,-351.86810933940774
4390,-348.0,-351.8672284217718
4391,-483.0,-351.89708561020035
4392,-383.0,-351.90416571818804
4393,-145.0,-351.8570778334092
4394,330.0,-351.7019340159272
4395,-460.0,-351.7265696087352
4396,-270.0,-351.70798271548784
4397,-468.0,-351.73442473851753
4398,-319.0,-351.7269834053194
4399,-263.0,-351.70681818181816
4400,-196.0,-351.6714383094751
4401,-398.0,-351.68196274420717
4402,-344.0,-351.68021803315924
4403,-390.0,-351.688919164396
4404,-356.0,-351.6898978433598
4405,-440.0,-351.7099409895597
4406,250.0,-351.57340594508736
4407,-411.0,-351.58688747731395
4408,-353.0,-351.58720798366977
4409,-391.0,-351.59614512471654
4410,180.0,-351.47562910904554
4411,440.0,-351.2962375339982
4412,90.0,-351.1962383865851
4413,-436.0,-351.21545083824196
4414,-326.0,-351.20973952434883
4415,160.0,-351.0939764492754
4416,-294.0,-351.0810504867557
4417,-533.0,-351.1222272521503
4418,-360.0,-351.1242362525458
4419,-452.0,-351.1470588235294
4420,90.0,-351.04727437231395
4421,260.0,-350.90909090909093
4422,130.0,-350.80036174542164
4423,-296.0,-350.7879746835443
4424,-444.0,-350.8090395480226
4425,-425.0,-350.8258020786263
4426,-442.0,-350.84639710865144
4427,-454.0,-350.8696928635953
4428,-370.0,-350.87401219236847
4429,-400.0,-350.8851015801354
4430,200.0,-350.7607763484541
4431,180.0,-350.6410198555957
4432,-361.0,-350.64335664335664
4433,-178.0,-350.6044203879116
4434,-397.0,-350.61488162344983
4435,-356.0,-350.61609558160507
4436,-450.0,-350.63849447825106
4437,240.0,-350.50540784136996
4438,-335.0,-350.501914845686
4439,280.0,-350.3599099099099
4440,-119.0,-350.3078135555055
4441,-416.0,-350.32260243133726
4442,-299.0,-350.3110510916048
4443,-361.0,-350.31345634563456
4444,-282.0,-350.2980877390326
4445,-352.0,-350.2984705353126
4446,260.0,-350.16123229143244
4447,160.0,-350.04653776978415
4448,-389.0,-350.05529332434253
4449,-387.0,-350.06359550561797
4450,-249.0,-350.0408896877106
4451,-320.0,-350.03414195867026
4452,-448.0,-350.05614192679093
4453,-351.0,-350.0563538392456
4454,-390.0,-350.06531986531985
4455,-391.0,-350.07450628366246
4456,240.0,-349.94211352927977
4457,-396.0,-349.95244504262
4458,-470.0,-349.9793675712043
4459,-394.0,-349.9892376681614
4460,-346.0,-349.9883434207577
4461,-487.0,-350.0190497534738
4462,-264.0,-349.9997759354694
4463,-398.0,-350.01052867383515
4464,-370.0,-350.01500559910414
4465,-414.0,-350.02933273622926
4466,-248.0,-350.0064920528319
4467,-481.0,-350.03581020590866
4468,-425.0,-350.0525844707988
4469,-324.0,-350.0467561521253
4470,-324.0,-350.04093044061733
4471,-445.0,-350.0621645796064
4472,170.0,-349.9458976078694
4473,-288.0,-349.93205185516314
4474,-112.0,-349.8788826815642
4475,-283.0,-349.86394101876675
4476,-409.0,-349.87714987714986
4477,180.0,-349.75882090218846
4478,250.0,-349.62491627595443
4479,-475.0,-349.6529017857143
4480,-391.0,-349.66212898906497
4481,-390.0,-349.6711289602856
4482,-293.0,-349.6584876198974
4483,210.0,-349.5336752899197
4484,-281.0,-349.5183946488294
4485,-223.0,-349.49019170753456
4486,-452.0,-349.5130376643637
4487,400.0,-349.3460338680927
4488,140.0,-349.23702383604365
4489,-249.0,-349.2146993318486
4490,-394.0,-349.22467156535293
4491,-333.0,-349.22105966162064
4492,-324.0,-349.21544624972177
4493,-428.0,-349.23297730307075
4494,-452.0,-349.2558398220245
4495,-384.0,-349.26356761565836
4496,-384.0,-349.27129197242607
4497,-25.0,-349.19919964428635
4498,-399.0,-349.21026894865525
4499,-430.0,-349.2282222222222
4500,-360.0,-349.2306154187958
4501,-391.0,-349.2398933807197
4502,-412.0,-349.2538307794803
4503,310.0,-349.10746003552396
4504,150.0,-348.9966703662597
4505,210.0,-348.87261429205506
4506,-461.0,-348.8974927889949
4507,210.0,-348.7735137533274
4508,-280.0,-348.75826125526726
4509,310.0,-348.61219512195123
4510,-265.0,-348.5936599423631
4511,180.0,-348.4765070921986
4512,-351.0,-348.47706625304676
4513,-392.0,-348.4867080194949
4514,-328.0,-348.4821705426357
4515,-429.0,-348.5
4516,-312.0,-348.4919194155413
4517,-393.0,-348.5017706949978
4518,-315.0,-348.49435715866343
4519,-360.0,-348.49690265486726
4520,-379.0,-348.5036496350365
4521,-303.0,-348.4935869084476
4522,-141.0,-348.4477116957771
4523,-388.0,-348.4564544650752
4524,-432.0,-348.4749171270718
4525,-452.0,-348.49779054352626
4526,-381.0,-348.50497017892644
4527,-151.0,-348.461351590106
4528,-343.0,-348.4601457275337
4529,-445.0,-348.4814569536424
4530,-437.0,-348.5009931582432
4531,70.0,-348.40864960282437
4532,-432.0,-348.4270902272226
4533,310.0,-348.28187031318924
4534,-490.0,-348.31312017640573
4535,-172.0,-348.2742504409171
4536,-276.0,-348.25832047608554
4537,-395.0,-348.2686205376818
4538,-369.0,-348.2731879268561
4539,-364.0,-348.27665198237884
4540,-280.0,-348.26161638405637
4541,280.0,-348.1232937032144
4542,330.0,-347.97402597402595
4543,90.0,-347.8776408450704
4544,-300.0,-347.86710671067107
4545,-458.0,-347.8913330400352
4546,-192.0,-347.8570486034748
4547,-325.0,-347.85202286719436
4548,-260.0,-347.83271048582105
4549,-245.0,-347.8101098901099
4550,240.0,-347.68094924192485
4551,-297.0,-347.66981546572936
4552,-95.0,-347.6143202284208
4553,-270.0,-347.59727711901627
4554,-364.0,-347.6008781558727
4555,-400.0,-347.61237928007023
4556,120.0,-347.50976519640113
4557,-472.0,-347.5370776656428
4558,-438.0,-347.55692037727573
4559,-344.0,-347.5561403508772
4560,60.0,-347.4667836000877
4561,-374.0,-347.4725997369575
4562,-360.0,-347.47534516765285
4563,-412.0,-347.4894829097283
4564,-440.0,-347.5097480832421
4565,-350.0,-347.51029347349976
4566,210.0,-347.38821983796805
4567,100.0,-347.2902802101576
4568,-420.0,-347.3061939155176
4569,-289.0,-347.29343544857767
4570,-386.0,-347.3019033034347
4571,550.0,-347.1056430446194
4572,-422.0,-347.12202055543406
4573,-429.0,-347.13992129427197
4574,-252.0,-347.11912568306013
4575,-59.0,-347.0561625874126
4576,-422.0,-347.0725365960236
4577,-382.0,-347.0801660113587
4578,-352.0,-347.0812404455121
4579,-397.0,-347.09213973799126
4580,-397.0,-347.103034271993
4581,-465.0,-347.12876473155825
4582,-269.0,-347.1117172157975
4583,-284.0,-347.09794938917975
4584,-439.0,-347.11799345692475
4585,-342.0,-347.1168774531182
4586,-337.0,-347.11467189884456
4587,-440.0,-347.13491717523976
4588,-412.0,-347.1490520810634
4589,-195.0,-347.11590413943355
4590,190.0,-346.9989109126552
4591,-431.0,-347.0172038327526
4592,-328.0,-347.0130633572828
4593,-329.0,-347.0091423595995
4594,-336.0,-347.00674646354736
4595,-392.0,-347.0165361183638
4596,-340.0,-347.0150097889928
4597,-96.0,-346.96041757285775
4598,-478.0,-346.98891063274624
4599,-311.0,-346.9810869565217
4600,-390.0,-346.9904368615518
4601,-388.0,-346.9993481095176
4602,-262.0,-346.98088203345645
4603,-370.0,-346.9858818418766
4604,-319.0,-346.97980456026056
4605,-414.0,-346.9943551888841
4606,-404.0,-347.0067288908183
4607,-389.0,-347.0158420138889
4608,-349.0,-347.0162725103059
4609,-358.0,-347.0186550976139
4610,-373.0,-347.0242897419215
4611,-419.0,-347.03989592367736
4612,-321.0,-347.0342510296987
4613,-411.0,-347.0481144343303
4614,-434.0,-347.0669555796316
4615,34.0,-346.9844020797227
4616,-281.0,-346.97011046133855
4617,-154.0,-346.9283239497618
4618,110.0,-346.8294003030959
4619,-230.0,-346.8041125541126
4620,-367.0,-346.808483012335
4621,-256.0,-346.78883600173083
4622,-408.0,-346.8020765736535
4623,-341.0,-346.800821799308
4624,550.0,-346.6069189189189
4625,-317.0,-346.6005188067445
4626,-368.0,-346.6051437216339
4627,-263.0,-346.5870786516854
4628,-450.0,-346.60941888096784
4629,-364.0,-346.61317494600434
4630,-388.0,-346.62211185489093
4631,66.0,-346.5330310880829
4632,170.0,-346.42154111806605
4633,230.0,-346.2971514889944
4634,440.0,-346.12750809061487
4635,460.0,-345.9536238136324
4636,-476.0,-345.9816691826612
4637,-216.0,-345.95364381198794
4638,-278.0,-345.9389954731623
4639,-60.0,-345.87737068965515
4640,-401.0,-345.88924800689506
4641,-407.0,-345.90241275312366
4642,-493.0,-345.9340943355589
4643,-382.0,-345.9418604651163
4644,-360.0,-345.9448869752422
4645,-245.0,-345.9231597072751
4646,-336.0,-345.9210243167635
4647,-450.0,-345.9434165232358
4648,360.0,-345.79156807915683
4649,-407.0,-345.8047311827957
4650,-367.0,-345.80928832509136
4651,-496.0,-345.84157351676697
4652,210.0,-345.72211476466794
4653,-382.0,-345.72990975504945
4654,-401.0,-345.74178302900106
4655,-454.0,-345.76503436426117
4656,-341.0,-345.7640111659867
4657,-353.0,-345.7655646200086
4658,-427.0,-345.783000643915
4659,-128.0,-345.7362660944206
4660,-428.0,-345.75391546878353
4661,-394.0,-345.7642642642643
4662,-252.0,-345.7441561226678
4663,-418.0,-345.7596483704974
4664,-447.0,-345.78135048231513
4665,146.0,-345.67595370767253
4666,-295.0,-345.66509535033214
4667,-384.0,-345.67330762639244
4668,-283.0,-345.6598843435425
4669,-375.0,-345.6661670235546
4670,-434.0,-345.68507814172557
4671,360.0,-345.5340325342466
4672,-410.0,-345.54782794778515
4673,-372.0,-345.55348737697904
4674,-388.0,-345.5625668449198
4675,-465.0,-345.5881094952951
4676,-348.0,-345.5886251870857
4677,-336.0,-345.5865754595981
4678,-187.0,-345.5526821970507
4679,-413.0,-345.567094017094
4680,-394.0,-345.57744071779535
4681,330.0,-345.4331482272533
4682,-380.0,-345.44052957505875
4683,150.0,-345.334756618275
4684,-418.0,-345.35026680896476
4685,-262.0,-345.3324797268459
4686,-403.0,-345.34478344356734
4687,-284.0,-345.3316979522184
4688,160.0,-345.22392834293026
4689,-356.0,-345.2262260127932
4690,-347.0,-345.2266041355788
4691,-324.0,-345.2220801364024
4692,-424.0,-345.2388663967611
4693,-452.0,-345.2616105666809
4694,-314.0,-345.25495207667734
4695,-335.0,-345.25276831345826
4696,-298.0,-345.24270811156055
4697,150.0,-345.13729246487867
4698,-397.0,-345.148329431794
4699,-392.0,-345.1582978723404
4700,-292.0,-345.1469900021272
4701,-391.0,-345.1567418119949
4702,120.0,-345.0578354241973
4703,200.0,-344.9419642857143
4704,260.0,-344.813390010627
4705,-311.0,-344.8062048448789
4706,230.0,-344.6840875292118
4707,-235.0,-344.660790144435
4708,-125.0,-344.6141431301763
4709,370.0,-344.4624203821656
4710,-93.0,-344.4090426661006
4711,-408.0,-344.42253820033955
4712,-407.0,-344.4358158285593
4713,-433.0,-344.4546033092915
4714,-272.0,-344.4392364793213
4715,-356.0,-344.4416878710772
4716,370.0,-344.29022683909267
4717,160.0,-344.18334039847394
4718,-434.0,-344.20237338419156
4719,-317.0,-344.1966101694915
4720,-343.0,-344.1963567040881
4721,-404.0,-344.2090216010165
4722,-387.0,-344.21808172771546
4723,-306.0,-344.2099915325995
4724,210.0,-344.09269841269844
4725,-391.0,-344.1026237833263
4726,210.0,-343.9854030040195
4727,-353.0,-343.98730964467006
4728,-165.0,-343.949460773948
4729,-365.0,-343.953911205074
4730,-414.0,-343.9687169731558
4731,-221.0,-343.9427303465765
4732,-324.0,-343.9385167969575
4733,-415.0,-343.9535276721588
4734,-402.0,-343.96578669482574
4735,-328.0,-343.9624155405405
4736,-150.0,-343.9214692843572
4737,-431.0,-343.9398480371465
4738,70.0,-343.8525005275375
4739,-329.0,-343.8493670886076
4740,-424.0,-343.8662729381987
4741,-406.0,-343.87937579080557
4742,260.0,-343.75205566097407
4743,-87.0,-343.697934232715
4744,-184.0,-343.66427818756586
4745,370.0,-343.5139064475348
4746,-252.0,-343.4946281862229
4747,-452.0,-343.51748104465037
4748,-450.0,-343.5399031375026
4749,280.0,-343.4086315789474
4750,-416.0,-343.4239107556304
4751,70.0,-343.3369107744108
4752,-403.0,-343.3494634967389
4753,-505.0,-343.38346655448044
4754,-322.0,-343.3789695057834
4755,160.0,-343.27312867956266
4756,-457.0,-343.29703594702545
4757,-333.0,-343.29487179487177
4758,-463.0,-343.3200252153814
4759,220.0,-343.20168067226894
4760,-377.0,-343.20877966813697
4761,-292.0,-343.1980260394792
4762,-503.0,-343.2315767373504
4763,-377.0,-343.2386649874055
4764,-466.0,-343.26442812172087
4765,-416.0,-343.27968946705835
4766,-402.0,-343.2920075519194
4767,-409.0,-343.30578859060404
4768,-432.0,-343.3243866638708
4769,-414.0,-343.3392033542977
4770,-358.0,-343.342276252358
4771,-221.0,-343.3166387259011
4772,170.0,-343.20909281374395
4773,380.0,-343.05760368663596
4774,-398.0,-343.069109947644
4775,-163.0,-343.0314070351759
4776,-220.0,-343.0056520828972
4777,-397.0,-343.0169526998744
4778,-406.0,-343.030131826742
4779,-400.0,-343.042050209205
4780,120.0,-342.94519974900646
4781,290.0,-342.8128398159766
4782,-498.0,-342.8452853857412
4783,-300.0,-342.8363294314381
4784,-412.0,-342.85078369905955
4785,-427.0,-342.8683660676974
4786,-449.0,-342.89053687069145
4787,-454.0,-342.9137426900585
4788,-406.0,-342.9269158488202
4789,160.0,-342.82192066805845
4790,-230.0,-342.7983719474014
4791,-385.0,-342.8071786310517
4792,-380.0,-342.81493845190903
4793,-427.0,-342.8324989570296
4794,-315.0,-342.8266944734098
4795,-407.0,-342.8400750625521
4796,-266.0,-342.8240567021055
4797,-416.0,-342.83930804501875
4798,-320.0,-342.83454886434674
4799,-407.0,-342.84791666666666
4800,140.0,-342.74734430327015
4801,-338.0,-342.7463556851312
4802,310.0,-342.6104518009577
4803,-455.0,-342.63384679433807
4804,-445.0,-342.6551508844953
4805,-405.0,-342.66812317935916
4806,-436.0,-342.6875390056168
4807,-361.0,-342.69134775374374
4808,-377.0,-342.6984820128925
4809,-356.0,-342.70124740124743
4810,-427.0,-342.7187694865932
4811,-308.0,-342.7115544472153
4812,-433.0,-342.73031373363807
4813,240.0,-342.60926464478604
4814,230.0,-342.4903426791277
4815,-445.0,-342.51162790697674
4816,-318.0,-342.50653933983807
4817,-460.0,-342.53092569530924
4818,-461.0,-342.5555094417929
4819,230.0,-342.43672199170123
4820,-396.0,-342.44783239991705
4821,-387.0,-342.45707175445875
4822,270.0,-342.3300850093303
4823,-428.0,-342.3478441127695
4824,-344.0,-342.3481865284974
4825,-442.0,-342.36883547451305
4826,-347.0,-342.3697949036669
4827,-283.0,-342.35749792874896
4828,-387.0,-342.3667425968109
4829,-447.0,-342.3884057971014
4830,190.0,-342.2782032705444
4831,-441.0,-342.2986341059603
4832,-471.0,-342.3252638112973
4833,-243.0,-342.3047165908151
4834,-384.0,-342.31334022750775
4835,-215.0,-342.2870140612076
4836,-490.0,-342.31755220177797
4837,-479.0,-342.34580405126087
4838,-374.0,-342.3523455259351
4839,230.0,-342.2340909090909
4840,100.0,-342.142739103491
4841,-171.0,-342.10739363899216
4842,-331.0,-342.1051001445385
4843,-381.0,-342.11312964492157
4844,280.0,-341.9847265221878
4845,-418.0,-342.0004127115146
4846,-463.0,-342.02537652155974
4847,-392.0,-342.03568481848185
4848,-388.0,-342.04516395133015
4849,470.0,-341.87773195876287
4850,-454.0,-341.9008451865595
4851,-261.0,-341.88417147568015
4852,-369.0,-341.8897589120132
4853,-386.0,-341.89884631231973
4854,560.0,-341.71307929969106
4855,-419.0,-341.72899505766065
4856,280.0,-341.6009882643607
4857,250.0,-341.4792095512557
4858,-403.0,-341.49187075529943
4859,120.0,-341.3969135802469
4860,-497.0,-341.42892408969345
4861,-445.0,-341.45022624434387
4862,-397.0,-341.4616491877442
4863,-371.0,-341.4677220394737
4864,70.0,-341.38314491264134
4865,-418.0,-341.39889025893956
4866,-378.0,-341.40641051982743
4867,-366.0,-341.41146261298275
4868,290.0,-341.2817827069213
4869,-281.0,-341.2694045174538
4870,-435.0,-341.28864709505234
4871,-347.0,-341.2898193760263
4872,-385.0,-341.2987892468705
4873,-268.0,-341.28375051292574
4874,-351.0,-341.2857435897436
4875,-198.0,-341.2563576702215
4876,-200.0,-341.22739388968625
4877,-173.0,-341.1929069290693
4878,-366.0,-341.1979913916786
4879,-322.0,-341.1940573770492
4880,-400.0,-341.2061053062897
4881,160.0,-341.1034412126178
4882,110.0,-341.01105877534303
4883,-473.0,-341.0380835380835
4884,-235.0,-341.01637666325485
4885,-412.0,-341.0309046254605
4886,-435.0,-341.05013300593413
4887,-283.0,-341.03825695581014
4888,-438.0,-341.058089588873
4889,-318.0,-341.0533742331288
4890,-314.0,-341.04784297689633
4891,-447.0,-341.0695012264922
4892,-386.0,-341.07868383404866
4893,-453.0,-341.10155292194526
4894,-332.0,-341.0996935648621
4895,-419.0,-341.1156045751634
4896,-376.0,-341.1227282009394
4897,420.0,-340.9673336055533
4898,-440.0,-340.9875484792815
4899,-426.0,-341.00489795918367
4900,-367.0,-341.0102019995919
4901,-307.0,-341.0032639738882
4902,-394.0,-341.0140730165205
4903,-392.0,-341.02446982055466
4904,530.0,-340.8468909276249
4905,-367.0,-340.85222176926214
4906,-442.0,-340.8728347259018
4907,-494.0,-340.9040342298288
4908,-221.0,-340.87960888164594
4909,-435.0,-340.89877800407334
4910,-134.0,-340.8566483404602
4911,-380.0,-340.8646172638436
4912,-365.0,-340.869529818848
4913,-358.0,-340.87301587301585
4914,-479.0,-340.90111902339777
4915,-384.0,-340.909886086249
4916,-439.0,-340.92983526540576
4917,-376.0,-340.93696624644167
4918,-438.0,-340.9566985159585
