======================================================================
DQN Agent Evaluation Results
======================================================================
Generated: 2025-12-03 13:18:17
======================================================================

SUMMARY STATISTICS
----------------------------------------------------------------------
Games Played: 20000
Wins: 13181
Win Rate: 65.91%
Evaluation Runtime: 5698.96 seconds (94.98 minutes)

SCORE STATISTICS
----------------------------------------------------------------------
Average Score: 1227.97
Std Dev: 448.74
Min Score: -87.00
Max Score: 2029.00
Median Score: 1366.00

EPISODE LENGTH STATISTICS
----------------------------------------------------------------------
Average Length: 858.21 moves
Min Length: 100 moves
Max Length: 2998 moves
Median Length: 853 moves

INDIVIDUAL GAME RESULTS
----------------------------------------------------------------------
Game   Win    Score      Length    
629    Yes    994.00     1426      
630    No     564.00     227       
631    Yes    1593.00    829       
632    Yes    1265.00    1213      
633    Yes    1161.00    925       
634    Yes    1509.00    1081      
635    Yes    1785.00    853       
636    Yes    1341.00    985       
637    Yes    1425.00    733       
638    Yes    1609.00    781       
639    No     572.00     893       
640    Yes    1337.00    997       
641    Yes    1601.00    805       
642    No     710.00     930       
643    No     1003.00    500       
644    Yes    1409.00    781       
645    Yes    1568.00    904       
646    Yes    1613.00    769       
647    Yes    1389.00    841       
648    Yes    1369.00    901       
649    Yes    1356.00    940       
650    No     160.00     2998      
651    Yes    1585.00    853       
652    No     488.00     365       
653    No     720.00     660       
654    No     958.00     906       
655    No     1162.00    593       
656    Yes    1417.00    757       
657    No     490.00     359       
658    No     497.00     367       
659    No     430.00     388       
660    Yes    1325.00    1033      
661    Yes    1513.00    1069      
662    No     872.00     713       
663    Yes    1617.00    757       
664    Yes    1805.00    793       
665    Yes    1565.00    913       
666    Yes    1567.00    907       
667    No     803.00     681       
668    Yes    1593.00    829       
669    Yes    1345.00    973       
670    Yes    1341.00    985       
671    No     904.00     707       
672    Yes    1577.00    877       
673    Yes    1389.00    841       
674    No     616.00     461       
675    No     452.00     592       
676    Yes    1181.00    865       
677    No     482.00     472       
678    No     968.00     876       
679    No     922.00     774       
680    No     675.00     734       
681    No     500.00     629       
682    Yes    1529.00    1021      
683    Yes    1401.00    805       
684    No     693.00     860       
685    Yes    1141.00    985       
686    Yes    1325.00    1033      
687    Yes    1385.00    853       
688    Yes    1565.00    913       
689    Yes    1751.00    955       
690    No     472.00     622       
691    No     537.00     577       
692    No     721.00     445       
693    Yes    1561.00    925       
694    Yes    1329.00    1021      
695    Yes    1517.00    1057      
696    Yes    1181.00    865       
697    Yes    1269.00    1201      
698    Yes    1317.00    1057      
699    No     668.00     365       
700    Yes    1805.00    793       
701    No     362.00     292       
702    Yes    1777.00    877       
703    Yes    1625.00    733       
704    Yes    1185.00    853       
705    Yes    1501.00    1105      
706    Yes    1769.00    901       
707    Yes    1601.00    805       
708    Yes    1785.00    853       
709    Yes    1533.00    1009      
710    Yes    1753.00    949       
711    Yes    1573.00    889       
712    Yes    1781.00    865       
713    Yes    1341.00    985       
714    No     830.00     719       
715    Yes    1345.00    973       
716    Yes    1588.00    844       
717    Yes    1345.00    973       
718    No     528.00     424       
719    Yes    1625.00    733       
720    Yes    1357.00    937       
721    Yes    1161.00    925       
722    Yes    1569.00    901       
723    Yes    1585.00    853       
724    No     358.00     1054      
725    Yes    1197.00    817       
726    Yes    1397.00    817       
727    Yes    1597.00    817       
728    Yes    1421.00    745       
729    Yes    1601.00    805       
730    Yes    1809.00    781       
731    No     529.00     393       
732    Yes    1405.00    793       
733    Yes    1553.00    949       
734    No     1040.00    899       
735    Yes    1405.00    793       
736    No     910.00     719       
737    Yes    1393.00    829       
738    Yes    1593.00    829       
739    Yes    1957.00    937       
740    No     1014.00    766       
741    No     776.00     642       
742    Yes    1185.00    853       
743    No     393.00     229       
744    Yes    1553.00    949       
745    Yes    1601.00    805       
746    Yes    1385.00    853       
747    Yes    1569.00    901       
748    Yes    1829.00    721       
749    Yes    1397.00    817       
750    No     808.00     514       
751    No     701.00     867       
752    No     679.00     1052      
753    Yes    1481.00    1165      
754    No     844.00     528       
755    Yes    1045.00    1273      
756    No     703.00     739       
757    No     699.00     691       
758    No     870.00     810       
759    Yes    1597.00    817       
760    Yes    1581.00    865       
761    No     771.00     1465      
762    No     486.00     701       
763    Yes    1377.00    877       
764    Yes    1205.00    1393      
765    Yes    1057.00    1237      
766    No     964.00     708       
767    Yes    2005.00    793       
768    Yes    1461.00    1225      
769    Yes    1489.00    1141      
770    Yes    1593.00    829       
771    No     927.00     997       
772    Yes    1401.00    805       
773    Yes    1369.00    901       
774    No     690.00     718       
775    Yes    1409.00    781       
776    Yes    1369.00    901       
777    Yes    1192.00    832       
778    Yes    1381.00    865       
779    No     350.00     388       
780    Yes    1150.00    958       
781    Yes    1613.00    769       
782    No     369.00     333       
783    No     794.00     616       
784    Yes    1413.00    769       
785    Yes    1393.00    829       
786    Yes    1605.00    793       
787    Yes    1721.00    1045      
788    Yes    1145.00    973       
789    No     960.00     810       
790    Yes    1357.00    937       
791    Yes    1385.00    853       
792    Yes    1601.00    805       
793    No     277.00     367       
794    Yes    1805.00    793       
795    Yes    1585.00    853       
796    Yes    1385.00    853       
797    Yes    1533.00    1009      
798    No     678.00     934       
799    No     514.00     736       
800    Yes    1777.00    877       
801    Yes    1737.00    997       
802    No     830.00     570       
803    No     624.00     377       
804    Yes    1354.00    946       
805    Yes    1597.00    817       
806    Yes    1459.00    1231      
807    Yes    1482.00    1162      
808    Yes    1297.00    1117      
809    No     357.00     488       
810    Yes    1393.00    829       
811    Yes    1661.00    1225      
812    Yes    1481.00    2365      
813    No     1034.00    618       
814    No     516.00     582       
815    No     560.00     569       
816    Yes    1369.00    1501      
817    No     861.00     897       
818    Yes    1380.00    868       
819    No     599.00     512       
820    Yes    1193.00    829       
821    Yes    1197.00    817       
822    No     543.00     621       
823    No     690.00     958       
824    Yes    1401.00    805       
825    Yes    1141.00    985       
826    Yes    1773.00    889       
827    Yes    1789.00    841       
828    Yes    1337.00    997       
829    No     1111.00    715       
830    No     -27.00     139       
831    Yes    1188.00    844       
832    Yes    1349.00    961       
833    Yes    1661.00    1225      
834    Yes    1349.00    961       
835    No     689.00     572       
836    No     766.00     880       
837    No     626.00     1902      
838    Yes    1561.00    925       
839    No     798.00     784       
840    No     675.00     763       
841    No     514.00     167       
842    No     442.00     384       
843    Yes    1082.00    1162      
844    No     748.00     726       
845    Yes    1389.00    841       
846    Yes    1757.00    937       
847    Yes    1597.00    817       
848    Yes    1401.00    805       
849    No     420.00     388       
850    No     1170.00    719       
851    Yes    1441.00    1285      
852    Yes    1329.00    1021      
853    Yes    1233.00    1309      
854    Yes    1717.00    1057      
855    Yes    1497.00    1117      
856    No     970.00     720       
857    No     902.00     593       
858    No     274.00     406       
859    Yes    1545.00    973       
860    No     904.00     978       
861    Yes    1529.00    1021      
862    Yes    1389.00    841       
863    No     809.00     1261      
864    Yes    1553.00    949       
865    Yes    1169.00    901       
866    Yes    1193.00    829       
867    No     548.00     2135      
868    Yes    1513.00    1069      
869    No     862.00     743       
870    Yes    1377.00    877       
871    No     498.00     185       
872    No     1152.00    833       
873    Yes    1585.00    853       
874    Yes    1681.00    1165      
875    Yes    1302.00    1102      
876    Yes    1405.00    793       
877    No     918.00     875       
