======================================================================
DQN Agent Evaluation Results
======================================================================
Generated: 2025-12-01 14:00:13
======================================================================

SUMMARY STATISTICS
----------------------------------------------------------------------
Games Played: 20000
Wins: 4373
Win Rate: 21.87%
Evaluation Runtime: 2749.12 seconds (45.82 minutes)

SCORE STATISTICS
----------------------------------------------------------------------
Average Score: 894.80
Std Dev: 495.46
Min Score: -89.00
Max Score: 2012.00
Median Score: 872.00

EPISODE LENGTH STATISTICS
----------------------------------------------------------------------
Average Length: 594.71 moves
Min Length: 76 moves
Max Length: 2998 moves
Median Length: 598 moves

INDIVIDUAL GAME RESULTS
----------------------------------------------------------------------
Game   Win    Score      Length    
300    Yes    1585.00    853       
301    No     998.00     785       
302    No     933.00     770       
303    No     232.00     382       
304    No     669.00     362       
305    Yes    1573.00    889       
306    No     1201.00    685       
307    No     391.00     265       
308    No     320.00     238       
309    No     331.00     266       
310    No     1220.00    508       
311    No     1038.00    546       
312    No     193.00     259       
313    No     520.00     960       
314    No     1073.00    649       
315    Yes    1549.00    961       
316    No     990.00     690       
317    No     897.00     579       
318    No     279.00     211       
319    Yes    1610.00    778       
320    No     651.00     596       
321    No     971.00     865       
322    No     775.00     585       
323    No     795.00     463       
324    No     1084.00    766       
325    No     379.00     211       
326    No     1120.00    688       
327    No     398.00     244       
328    Yes    1764.00    916       
329    No     479.00     332       
330    Yes    1989.00    841       
331    No     191.00     295       
332    No     305.00     163       
333    No     587.00     517       
334    No     387.00     217       
335    No     679.00     513       
336    No     20.00      88        
337    Yes    1361.00    925       
338    No     874.00     1156      
339    No     1133.00    649       
340    No     201.00     235       
341    No     666.00     850       
342    Yes    1977.00    877       
343    No     941.00     536       
344    Yes    1778.00    874       
345    Yes    1551.00    955       
346    No     60.00      118       
347    No     406.00     310       
348    No     675.00     853       
349    No     187.00     217       
350    No     1116.00    760       
351    No     781.00     686       
352    No     1303.00    679       
353    Yes    1776.00    880       
354    Yes    1376.00    880       
355    No     928.00     544       
356    Yes    1583.00    859       
357    Yes    1896.00    1120      
358    No     278.00     365       
359    No     209.00     241       
360    Yes    1799.00    811       
361    Yes    1775.00    883       
362    No     834.00     497       
363    No     998.00     604       
364    No     1004.00    616       
365    Yes    1733.00    1009      
366    No     811.00     656       
367    No     963.00     770       
368    No     1275.00    583       
369    No     898.00     876       
370    No     774.00     408       
371    No     828.00     784       
372    No     518.00     876       
373    No     1093.00    589       
374    No     42.00      232       
375    No     943.00     891       
376    Yes    1778.00    874       
377    No     689.00     451       
378    Yes    1969.00    901       
379    No     412.00     262       
380    No     187.00     217       
381    No     598.00     545       
382    No     181.00     235       
383    No     992.00     472       
384    No     346.00     220       
385    No     548.00     214       
386    Yes    1565.00    913       
387    No     764.00     438       
388    No     938.00     664       
389    No     985.00     465       
390    No     1189.00    1381      
391    Yes    1352.00    952       
392    No     740.00     689       
393    No     708.00     634       
394    No     968.00     756       
395    No     125.00     223       
396    No     784.00     438       
397    No     902.00     864       
398    No     922.00     892       
399    No     650.00     568       
400    No     1039.00    573       
401    No     1151.00    805       
402    No     828.00     1294      
403    No     771.00     475       
404    No     61.00      235       
405    No     379.00     211       
406    No     772.00     534       
407    No     1054.00    646       
408    No     1282.00    594       
409    No     932.00     892       
410    Yes    1768.00    904       
411    No     1130.00    990       
412    No     830.00     689       
413    No     561.00     445       
414    No     1271.00    835       
415    No     1321.00    776       
416    Yes    1024.00    1936      
417    No     694.00     468       
418    No     139.00     211       
419    No     20.00      88        
420    No     388.00     244       
421    No     483.00     440       
422    Yes    1343.00    979       
423    No     367.00     247       
424    No     425.00     674       
425    No     1170.00    538       
426    No     516.00     402       
427    No     1025.00    553       
428    No     983.00     559       
429    No     139.00     211       
430    No     952.00     504       
431    No     -56.00     136       
432    No     267.00     369       
433    No     994.00     437       
434    No     20.00      88        
435    No     387.00     217       
436    No     1087.00    548       
437    Yes    1341.00    985       
438    No     788.00     604       
439    No     404.00     316       
440    Yes    1804.00    796       
441    No     883.00     650       
442    No     936.00     371       
443    Yes    1754.00    946       
444    No     1157.00    517       
445    Yes    1495.00    1123      
446    Yes    1592.00    832       
447    No     736.00     971       
448    No     761.00     476       
449    Yes    1596.00    820       
450    Yes    1539.00    991       
451    No     763.00     891       
452    No     430.00     328       
453    No     710.00     390       
454    No     919.00     601       
455    No     679.00     393       
456    No     379.00     211       
457    No     938.00     814       
458    No     974.00     796       
459    Yes    1384.00    856       
460    No     382.00     232       
461    No     381.00     235       
462    No     977.00     519       
463    No     694.00     676       
464    No     65.00      223       
465    Yes    1562.00    922       
466    No     401.00     235       
467    No     917.00     788       
468    Yes    1902.00    1102      
469    No     477.00     398       
470    No     1068.00    785       
471    No     767.00     577       
472    Yes    1934.00    1006      
473    Yes    1773.00    889       
474    No     20.00      88        
475    No     975.00     464       
476    No     948.00     516       
477    Yes    1734.00    1006      
478    No     790.00     478       
479    No     795.00     583       
480    No     1052.00    594       
481    No     1142.00    744       
482    No     586.00     221       
483    No     752.00     834       
484    No     379.00     211       
485    No     873.00     649       
486    No     77.00      247       
487    No     969.00     781       
488    No     382.00     232       
489    No     401.00     235       
490    No     20.00      88        
491    No     1166.00    431       
492    No     1094.00    737       
493    Yes    1540.00    988       
494    No     1086.00    760       
495    No     374.00     226       
496    No     1156.00    820       
497    Yes    1382.00    862       
498    No     1381.00    685       
499    No     621.00     506       
500    No     885.00     343       
501    No     379.00     211       
502    No     1027.00    518       
503    No     986.00     490       
504    No     1097.00    668       
505    Yes    1984.00    856       
506    No     349.00     211       
507    No     314.00     196       
508    Yes    1566.00    910       
509    No     989.00     603       
510    No     20.00      88        
511    No     1221.00    566       
512    No     953.00     410       
513    No     724.00     468       
514    No     771.00     477       
515    No     758.00     695       
516    No     307.00     188       
517    No     1158.00    786       
518    No     729.00     511       
519    Yes    1771.00    895       
520    Yes    1355.00    943       
521    No     20.00      88        
522    No     143.00     259       
523    No     994.00     466       
524    No     756.00     460       
525    No     559.00     572       
526    No     1009.00    601       
527    No     390.00     238       
528    Yes    1360.00    928       
