======================================================================
DQN Agent Evaluation Results
======================================================================
Generated: 2025-12-08 14:57:21
======================================================================

SUMMARY STATISTICS
----------------------------------------------------------------------
Agent Type: dqn
Games Played: 1000
Wins: 114
Win Rate: 11.40%
Evaluation Runtime: 462.75 seconds (7.71 minutes)
Model: dqn_nrs_2k.pt

HYPERPARAMETERS / CONFIGURATION
----------------------------------------------------------------------
gamma: 0.9
learning_rate: 0.001
epsilon: 1.0
decay_rate: 0.99995
min_epsilon: 0.05
batch_size: 64
discount_factor: 0.9
target_sync_steps: 1000
replay_memory_size: 50000
layout: mediumClassic
num_ghosts: 2
ghost_type: RandomGhost
max_steps: 1000
random_rewards: False
use_reward_shaping: True

SCORE STATISTICS
----------------------------------------------------------------------
Average Score: 1298.36
Std Dev Score: 3350.45
Min Score: -671.00
Max Score: 11328.00
Median Score: 153.00

EPISODE LENGTH STATISTICS
----------------------------------------------------------------------
Average Length: 1823.26 moves
Min Length: 88 moves
Max Length: 2998 moves
Median Length: 1710 moves

INDIVIDUAL GAME RESULTS
----------------------------------------------------------------------
Game   Win    Score      Length    
685    No     80.00      809       
686    No     20.00      2998      
687    Yes    10456.00   1540      
688    Yes    10991.00   1135      
689    No     296.00     970       
690    No     160.00     2998      
691    No     -58.00     262       
692    No     -119.00    1495      
693    No     500.00     2998      
694    No     -256.00    436       
695    Yes    10590.00   1738      
696    No     85.00      2024      
697    No     40.00      2998      
698    No     140.00     2998      
699    No     330.00     2998      
700    No     162.00     293       
701    No     66.00      491       
702    No     114.00     1338      
703    No     0.00       2818      
704    No     242.00     1794      
705    No     -300.00    238       
706    No     340.00     450       
707    No     360.00     2998      
708    No     58.00      1594      
709    No     -457.00    2659      
710    No     -418.00    234       
711    No     -256.00    557       
712    No     -502.00    756       
713    No     12.00      1434      
714    No     160.00     2998      
715    No     -270.00    1978      
716    No     140.00     2998      
717    No     -42.00     515       
718    No     314.00     1217      
719    No     80.00      2099      
720    No     310.00     2998      
721    Yes    10823.00   1039      
722    No     -188.00    1942      
723    No     176.00     792       
724    No     20.00      2998      
725    Yes    10332.00   1912      
726    No     158.00     1114      
727    No     -536.00    2986      
728    No     237.00     1177      
729    No     240.00     2998      
730    No     264.00     528       
731    No     334.00     1068      
732    No     152.00     1284      
733    No     252.00     594       
734    No     130.00     2998      
735    Yes    10794.00   1126      
736    Yes    10439.00   2191      
737    No     46.00      790       
738    No     -34.00     1720      
739    No     90.00      2998      
740    No     150.00     2998      
741    No     5.00       1783      
742    No     6.00       2170      
743    No     32.00      294       
744    No     -50.00     2998      
745    No     -40.00     2998      
746    No     156.00     1242      
747    Yes    10795.00   1123      
748    No     -100.00    2998      
749    No     -168.00    1702      
750    No     160.00     2998      
751    No     150.00     2998      
752    No     -398.00    294       
753    No     140.00     2998      
754    No     -60.00     2998      
755    No     160.00     2998      
756    No     -417.00    1880      
757    No     126.00     1032      
758    No     38.00      844       
759    No     -284.00    2230      
760    No     390.00     1139      
761    No     399.00     961       
762    No     220.00     1440      
763    No     450.00     1590      
764    No     202.00     652       
765    No     160.00     2998      
766    No     248.00     815       
767    No     -336.00    2538      
768    No     463.00     649       
769    No     126.00     1601      
770    No     -38.00     294       
771    No     -146.00    2957      
772    No     -18.00     623       
773    No     -328.00    233       
774    No     -176.00    1666      
775    No     160.00     2998      
776    Yes    10224.00   2836      
777    No     204.00     768       
778    No     413.00     859       
779    No     -50.00     2998      
780    No     132.00     504       
781    No     526.00     1542      
782    No     290.00     2998      
783    No     4.00       857       
784    No     30.00      2998      
785    No     150.00     2998      
786    No     140.00     2998      
787    No     339.00     932       
788    No     476.00     1241      
789    No     150.00     2998      
790    No     -100.00    2998      
791    No     165.00     583       
792    No     160.00     2998      
793    No     -639.00    2995      
794    No     -268.00    834       
795    No     66.00      402       
796    No     150.00     2998      
797    Yes    10288.00   2644      
798    No     -40.00     2998      
799    No     -284.00    251       
800    No     284.00     768       
801    No     431.00     1197      
802    No     -60.00     2998      
803    No     330.00     2998      
804    No     -240.00    390       
805    No     -25.00     2413      
806    No     -70.00     2998      
807    No     -80.00     2998      
808    No     40.00      2998      
809    No     -90.00     2998      
810    No     -214.00    252       
811    No     151.00     475       
812    No     270.00     2998      
813    No     160.00     2998      
814    No     694.00     798       
815    No     -302.00    335       
816    No     560.00     2998      
817    No     -192.00    1326      
818    No     188.00     905       
819    No     110.00     2998      
820    No     195.00     1303      
821    No     356.00     1270      
822    Yes    10444.00   2176      
823    No     346.00     670       
824    No     -154.00    222       
825    Yes    10804.00   1696      
826    No     230.00     2998      
827    No     -150.00    2998      
828    No     498.00     605       
829    No     324.00     1158      
830    No     310.00     899       
831    No     403.00     1099      
832    No     340.00     2998      
833    No     103.00     1340      
834    No     80.00      2998      
835    No     350.00     2998      
836    No     50.00      2998      
837    Yes    10432.00   1612      
838    No     202.00     1672      
839    No     312.00     953       
840    No     430.00     2998      
841    No     -120.00    2998      
842    No     330.00     2998      
843    No     20.00      2998      
844    No     130.00     2998      
845    No     -101.00    2852      
846    No     200.00     1200      
847    No     -60.00     2998      
848    No     -87.00     290       
849    No     -168.00    1944      
850    No     -332.00    2976      
851    No     130.00     2998      
852    No     441.00     895       
853    No     666.00     791       
854    No     232.00     1103      
855    No     -70.00     2998      
856    No     130.00     2998      
857    No     -202.00    336       
858    No     -126.00    258       
859    Yes    10860.00   928       
860    No     150.00     2998      
861    No     -416.00    408       
862    No     512.00     502       
863    No     -94.00     2260      
864    No     160.00     2998      
865    No     -416.00    317       
866    No     250.00     2998      
867    Yes    11020.00   1048      
868    No     -140.00    2998      
869    No     478.00     546       
870    No     350.00     2998      
871    Yes    10606.00   2290      
872    No     160.00     2998      
873    No     205.00     853       
874    No     168.00     306       
875    No     319.00     2071      
876    No     -106.00    2266      
877    No     204.00     1307      
878    No     216.00     1542      
879    No     -134.00    282       
880    No     328.00     514       
881    No     -293.00    247       
882    Yes    10362.00   2422      
883    No     -160.00    2998      
884    No     -432.00    2644      
885    No     -130.00    209       
886    No     372.00     413       
887    No     -134.00    281       
888    No     290.00     988       
889    No     340.00     2998      
890    No     310.00     2998      
891    No     242.00     1223      
892    Yes    10721.00   1345      
893    No     -249.00    237       
894    No     330.00     2998      
895    No     303.00     530       
896    No     388.00     786       
897    No     221.00     2516      
898    No     79.00      1741      
899    No     -224.00    250       
900    Yes    10152.00   2452      
901    No     -40.00     2998      
902    No     163.00     1460      
903    No     -51.00     1622      
904    No     -270.00    2880      
905    No     -51.00     661       
906    No     300.00     2998      
907    No     330.00     2998      
